段落,小句,内容
隱7.1,0,七年春，滕侯卒
隱7.1,1,不書名，未同盟也
隱7.1,2,凡諸侯同盟，於是稱名，故薨則赴以名，告終稱嗣也，以繼好息民，謂之禮經
隱7.2,0,夏，城中丘
隱7.2,1,書，不時也
隱7.3,0,齊侯使夷仲年來聘，結艾之盟也
隱7.4,0,秋，宋及鄭平
隱7.4,1,七月庚申，盟于宿
隱7.4,2,公伐邾，爲宋討也
隱7.5,0,初，戎朝于周，發幣于公卿，凡伯弗賓
隱7.5,1,冬，王使凡伯來聘
隱7.5,2,還，戎伐之于楚丘以歸
隱7.6,0,陳及鄭平
隱7.6,1,十二月，陳五父如鄭涖盟
隱7.6,2,壬申，及鄭伯盟，歃如忘
隱7.6,3,洩伯曰：五父必不免，不賴盟矣
隱7.6,4,鄭良佐如陳蒞盟，辛巳，及陳侯盟，亦知陳之將亂也
隱7.7,0,鄭公子忽在王所，故陳侯請妻之，鄭伯許之，乃成昏
隱8.1,0,八年春，齊侯將平宋衛，有會期
隱8.1,1,宋公以幣請於衛，請先相見
隱8.1,2,衛侯許之，故遇于犬丘
隱8.2,0,鄭伯請釋泰山之祀而祀周公，以泰山之祊易許田
隱8.2,1,三月，鄭伯使宛來歸祊，不祀泰山也
隱8.3,0,夏，虢公忌父始作卿士于周
隱8.4,0,四月甲辰，鄭公子忽如陳逆婦嬀
隱8.4,1,辛亥，以嬀氏歸
隱8.4,2,甲寅，入于鄭
隱8.4,3,陳鍼子送女
隱8.4,4,先配而後祖
隱8.4,5,鍼子曰：是不爲夫婦，誣其祖矣，非禮也，何以能育
隱8.5,0,齊人卒平宋衛于鄭
隱8.5,1,秋，會于溫，盟于瓦屋，以釋東門之役，禮也
隱8.6,0,八月丙戌，鄭伯以齊人朝王，禮也
隱8.7,0,公及莒人盟于浮來，以成紀好也
隱8.8,0,冬，齊侯使來告成三國
隱8.8,1,公使衆仲對曰：君釋三國之圖，以鳩其民，君之惠也
隱8.8,2,寡君聞命矣，敢不承受君之明德
隱8.9,0,無駭卒，羽父請諡與族
隱8.9,1,公問族於衆仲
隱8.9,2,衆仲對曰：天子建德，因生以賜姓，胙之土而命之氏
隱8.9,3,諸侯以字爲諡，因以爲族
隱8.9,4,官有世功，則有官族
隱8.9,5,邑亦如之
隱8.9,6,公命以字爲展氏
隱9.1,0,九年春王三月癸酉，大雨霖以震，書始也
隱9.1,1,庚辰，大雨雪，亦如之
隱9.1,2,書，時失也
隱9.1,3,凡雨，自三日以往爲霖，平地尺爲大雪
隱9.2,0,夏，城郎
隱9.2,1,書，不時也
隱9.3,0,宋公不王，鄭伯爲王左卿士，以王命討之
隱9.3,1,伐宋
隱9.3,2,宋以入郛之役怨公，不告命
隱9.3,3,公怒，絕宋使
隱9.4,0,秋，鄭人以王命來告伐宋
隱9.5,0,冬，公會齊侯于防，謀伐宋也
隱9.6,0,北戎侵鄭
隱9.6,1,鄭伯禦之，患戎師，曰：彼徒我車，懼其侵軼我也
隱10.1,0,十年春王正月，公會齊侯鄭伯于中丘
隱10.1,1,癸丑，盟于鄧，爲師期
隱10.2,0,夏五月，羽父先會齊侯鄭伯伐宋
隱10.3,0,六月戊申，公會齊侯鄭伯于老桃
隱10.3,1,壬戌，公敗宋師于菅
隱10.3,2,庚午，鄭師入郜
隱10.3,3,辛未，歸于我
隱10.3,4,庚辰，鄭師入防
隱10.3,5,辛巳，歸于我
隱10.3,6,君子謂鄭莊公于是乎可謂正矣，以王命討不庭，不貪其土，以勞王爵，正之體也
隱10.4,0,蔡人衛人郕人不會王命
隱10.4,1,秋七月庚寅，鄭師入郊，猶在郊
隱10.4,2,宋人衛人入鄭，蔡人從之伐戴
隱10.4,3,八月壬戌，鄭伯圍戴
隱10.4,4,癸亥，克之，取三師焉
隱10.4,5,宋衛既入鄭，而以伐戴召蔡人，蔡人怒，故不和而敗
隱10.5,0,九月戊寅，鄭伯入宋
隱10.6,0,冬，齊人鄭人入郕，討違王命也
隱11.1,0,十一年春，滕侯薛侯來朝，爭長
隱11.1,1,薛侯曰：我先封
隱11.1,2,滕侯曰：我，周之卜正也
隱11.1,3,薛，庶姓也，我不可以後之
隱11.1,4,公使羽父請於薛侯曰：君與滕君辱在寡人，周諺有之曰：山有木，工則度之
隱11.1,5,賓有禮，主則擇之
隱11.1,6,周之宗盟，異姓爲後
隱11.1,7,寡人若朝于薛，不敢與諸任齒
隱11.1,8,君若辱貺寡人，則願以滕君爲請
隱11.1,9,薛侯許之，乃長滕侯
隱11.2,0,夏，公會鄭伯于郲，謀伐許也
隱11.2,1,鄭伯將伐許
隱11.2,2,五月甲辰，授兵於大宮
隱11.2,3,公孫閼與潁考叔爭車，潁考叔挾輈以走，子都拔棘以逐之
隱11.2,4,及大逵，弗及，子都怒
隱11.3,0,秋七月，公會齊侯鄭伯伐許
隱11.3,1,庚辰，傅于許
隱11.3,2,潁考叔取鄭伯之旗蝥弧以先登，子都自下射之，顛
隱11.3,3,瑕叔盈又以蝥弧登，周麾而呼曰：君登矣
隱11.3,4,鄭師畢登
隱11.3,5,壬午，遂入許
隱11.3,6,許莊公奔衛
隱11.4,0,鄭伯使卒出豭，行出犬雞，以詛射潁考叔者
隱11.4,1,君子謂鄭莊公失政刑矣
隱11.4,2,政以治民，刑以正邪
隱11.4,3,既無德政，又無威刑，是以及邪
隱11.4,4,邪而詛之，將何益矣
隱11.5,0,王取鄔劉蔿邘之田于鄭，而與鄭人蘇忿生之田—溫原絺樊隰郕欑茅向盟州陘隤懷
隱11.6,0,鄭息有違言
隱11.6,1,息侯伐鄭，鄭伯與戰于竟，息師大敗而還
隱11.6,2,君子是以知息之將亡也：不度德，不量力，不親親，不徵辭，不察有罪
隱11.6,3,犯五不韙，而以伐人，其喪師也，不亦宜乎
隱11.7,0,冬十月，鄭伯以虢師伐宋
隱11.7,1,壬戌，大敗宋師，以報其入鄭也
隱11.7,2,宋不告命，故不書
隱11.7,3,凡諸侯有命，告則書，不然則否
隱11.7,4,師出臧否，亦如之
隱11.7,5,雖及滅國，滅不告敗，勝不告克，不書于策
隱11.8,0,羽父請殺桓公，將以求大宰
隱11.8,1,公曰：爲其少故也，吾將授之矣
隱11.8,2,使營菟裘，吾將老焉
桓1.1,0,元年春，公即位，修好于鄭
桓1.1,1,鄭人請復祀周公，卒易祊田
桓1.1,2,公許之
桓1.1,3,三月，鄭伯以璧假許田，爲周公祊故也
桓1.2,0,夏四月丁未，公及鄭伯盟于越，結祊成也
桓1.2,1,盟曰：渝盟，無享國
桓1.3,0,秋，大水
桓1.3,1,凡平原出水爲大水
桓1.4,0,冬，鄭伯拜盟
桓1.5,0,宋華父督見孔父之妻于路，目逆而送之，曰：美而艷
桓2.1,0,二年春，宋督攻孔氏，殺孔父而取其妻
桓2.1,1,公怒，督懼，遂弒殤公
桓2.1,2,君子以督爲有無君之心，而後動於惡，故先書弒其君
桓2.1,3,會于稷，以成宋亂，爲賂故，立華氏也
桓2.1,4,宋殤公立，十年十一戰，民不堪命
桓2.1,5,孔父嘉爲司馬，督爲大宰，故因民之不堪命，先宣言曰：司馬則然
桓2.1,6,已殺孔父而弒殤公，召莊公于鄭而立之，以親鄭
桓2.1,7,以郜大鼎賂公，齊陳鄭皆有賂，故遂相宋公
桓2.2,0,夏四月，取郜大鼎于宋
桓2.2,1,戊申，納于大廟，非禮也
桓2.2,2,臧哀伯諫曰：君人者，將昭德塞違，以臨照百官，猶懼或失之，故昭令德以示子孫：是以清廟茅屋，大路越席，大羹不致，粢食不鑿，昭其儉也
桓2.2,3,袞冕黻珽，帶裳幅舄，衡紞紘綖，昭其度也
桓2.2,4,藻率鞞鞛，鞶厲游纓，昭其數也
桓2.2,5,火龍黼黻，昭其文也
桓2.2,6,五色比象，昭其物也
桓2.2,7,鍚鸞和鈴，昭其聲也
桓2.2,8,三辰旂旗，昭其明也
桓2.2,9,夫德，儉而有度，登降有數，文物以紀之，聲明以發之，以臨照百官
桓2.2,10,百官於是乎戒懼而不敢易紀律
桓2.2,11,今滅德立違，而寘其賂器於大廟，以明示百官
桓2.2,12,百官象之，其又何誅焉
桓2.2,13,國家之敗，由官邪也
桓2.2,14,官之失德，寵賂章也
桓2.2,15,郜鼎在廟，章孰甚焉
桓2.2,16,武王克商，遷九鼎于雒邑，義士猶或非之，而況將昭違亂之賂器於大廟，其若之何
桓2.2,17,公不聽
桓2.2,18,周內史聞之，曰：臧孫達其有後於魯乎
桓2.2,19,君違，不忘諫之以德
桓2.3,0,秋七月，杞侯來朝，不敬
桓2.3,1,杞侯歸，乃謀伐之
桓2.4,0,蔡侯鄭伯會于鄧，始懼楚也
桓2.5,0,九月，入杞，討不敬也
桓2.6,0,公及戎盟于唐，修舊好也
桓2.7,0,冬，公至自唐，告于廟也
桓2.7,1,凡公行，告于宗廟
桓2.7,2,反行，飲至舍爵策勳焉，禮也
桓2.7,3,特相會，往來稱地，讓事也
桓2.7,4,自參以上，則往稱地，來稱會，成事也
桓2.8,0,初，晉穆侯之夫人姜氏以條之役生大子，命之曰仇
桓2.8,1,其弟以千畝之戰生，命之曰成師
桓2.8,2,師服曰：異哉，君之名子也
桓2.8,3,夫名以制義，義以出禮，禮以體政，政以正民，是以政成而民聽
桓2.8,4,易則生亂
桓2.8,5,嘉耦曰妃，怨耦曰仇，古之命也
桓2.8,6,今君命大子曰仇，弟曰成師，始兆亂矣
桓2.8,7,兄其替乎
桓2.8,8,惠之二十四年，晉始亂，故封桓叔于曲沃
桓2.8,9,靖侯之孫欒賓傅之
桓2.8,10,師服曰：吾聞國家之立也，本大而末小，是以能固
桓2.8,11,故天子建國，諸侯立家，卿置側室，大夫有貳宗，士有隸子弟，庶人工商，各有分親，皆有等衰
桓2.8,12,是以民服事其上，而下無覬覦
桓2.8,13,今晉，甸侯也
桓2.8,14,而建國，本既弱矣，其能久乎
桓2.8,15,惠之三十年，晉潘父弒昭侯而納桓叔，不克
桓2.8,16,晉人立孝侯
桓2.8,17,惠之四十五年，曲沃莊伯伐翼，弒孝侯
桓2.8,18,翼人立其弟鄂侯
桓2.8,19,鄂侯生哀侯
桓2.8,20,哀侯侵陘庭之田
桓2.8,21,陘庭南鄙啓曲沃伐翼
桓3.1,0,三年春，曲沃武公伐翼，次于陘庭
桓3.1,1,韓萬御戎，梁弘爲右
桓3.1,2,逐翼侯于汾隰，驂絓而止，夜獲之，及欒共叔
桓3.2,0,會于嬴，成昏于齊也
桓3.3,0,夏，齊侯衛侯胥命于蒲，不盟也
桓3.4,0,公會杞侯于郕，杞求成也
桓3.5,0,秋，公子翬如齊逆女，修先君之好，故曰公子
桓3.6,0,齊侯送姜氏于讙，非禮也
桓3.6,1,凡公女，嫁于敵國，姊妹，則上卿送之，以禮於先君
桓3.6,2,公子，則下卿送之
桓3.6,3,於大國，雖公子，亦上卿送之
桓3.6,4,於天子，則諸卿皆行，公不自送
桓3.6,5,於小國，則上大夫送之
桓3.7,0,冬，齊仲年來聘，致夫人也
桓3.8,0,芮伯萬之母芮姜惡芮伯之多寵人也，故逐之，出居于魏
桓4.1,0,四年春正月，公狩于郎
桓4.1,1,書，時，禮也
桓4.2,0,夏，周宰渠伯糾來聘
桓4.2,1,父在，故名
桓4.3,0,秋，秦師侵芮，敗焉，小之也
桓4.4,0,冬，王師秦師圍魏，執芮伯以歸
桓5.1,0,五年春正月，甲戌，己丑，陳侯鮑卒
桓5.1,1,再赴也
桓5.1,2,於是陳亂，文公子佗殺大子免而代之
桓5.1,3,公疾病而亂作，國人分散，故再赴
桓5.2,0,夏，齊侯鄭伯朝于紀，欲以襲之
桓5.2,1,紀人知之
桓5.3,0,王奪鄭伯政，鄭伯不朝
桓5.3,1,秋，王以諸侯伐鄭，鄭伯禦之
桓5.3,2,王爲中軍
桓5.3,3,虢公林父將右軍，蔡人衛人屬焉
桓5.3,4,周公黑肩將左軍，陳人屬焉
桓5.3,5,鄭子元請爲左拒，以當蔡人衛人
桓5.3,6,爲右拒，以當陳人，曰：陳亂，民莫有鬭心
桓5.3,7,若先犯之，必奔
桓5.3,8,王卒顧之，必亂
桓5.3,9,蔡衛不枝，固將先奔
桓5.3,10,既而萃於王卒，可以集事
桓5.3,11,從之
桓5.3,12,曼伯爲右拒，祭仲足爲左拒，原繁高渠彌以中軍奉公，爲魚麗之陳
桓5.3,13,先偏後伍，伍承彌縫
桓5.3,14,戰于繻葛
桓5.3,15,命二拒曰：旝動而鼓
桓5.3,16,蔡衛陳皆奔，王卒亂，鄭師合以攻之，王卒大敗
桓5.3,17,祝聃射王中肩，王亦能軍
桓5.3,18,祝聃請從之
桓5.3,19,公曰：君子不欲多上人，況敢陵天子乎
桓5.3,20,苟自救也，社稷無隕，多矣
桓5.3,21,夜，鄭伯使祭足勞王，且問左右
桓5.4,0,仍叔之子來聘，弱也
桓5.5,0,秋，大雩
桓5.5,1,書，不時也
桓5.5,2,凡祀，啓蟄而郊，龍見而雩，始殺而嘗，閉蟄而烝
桓5.5,3,過則書
桓5.6,0,冬，淳于公如曹
桓5.6,1,度其國危，遂不復
桓6.1,0,六年春，自曹來朝
桓6.1,1,書曰寔來，不復其國也
桓6.2,0,楚武王侵隨，使薳章求成焉，軍於瑕以待之
桓6.2,1,隨人使少師董成
桓6.2,2,鬬伯比言于楚子曰：吾不得志於漢東也，我則使然
桓6.2,3,我張吾三軍，而被吾甲兵，以武臨之，彼則懼而協以謀我，故難閒也
桓6.2,4,漢東之國，隨爲大
桓6.2,5,隨張，必棄小國
桓6.2,6,小國離，楚之利也
桓6.2,7,少師侈，請羸師以張之
桓6.3,0,夏，會于成，紀來諮謀齊難也
桓6.4,0,北戎伐齊，齊使乞師于鄭
桓6.4,1,鄭大子忽帥師救齊
桓6.4,2,六月，大敗戎師，獲其二帥大良少良，甲首三百，以獻於齊
桓6.4,3,於是諸侯之大夫戍齊，齊人饋之餼，使魯爲其班
桓6.4,4,後鄭
桓6.4,5,鄭忽以其有功也，怒，故有郎之師
桓6.4,6,公之未昏於齊也，齊侯欲以文姜妻鄭大子忽
桓6.4,7,大子忽辭
桓6.4,8,人問其故
桓6.4,9,大子曰：人各有耦，齊大，非吾耦也
桓6.4,10,詩云：自求多福
桓6.4,11,在我而已，大國何爲
桓6.4,12,君子曰：善自爲謀
桓6.4,13,及其敗戎師也，齊侯又請妻之
桓6.4,14,固辭
桓6.4,15,人問其故
桓6.4,16,大子曰：無事於齊，吾猶不敢
桓6.4,17,今以君命奔齊之急，而受室以歸，是以師昏也
桓6.4,18,民其謂我何
桓6.4,19,遂辭諸鄭伯
桓6.5,0,秋，大閱，簡車馬也
桓6.6,0,九月丁卯，子同生
桓6.6,1,以大子生之禮舉之：接以大牢，卜士負之，士妻食之，公與文姜宗婦命之
桓6.6,2,公問名於申繻
桓6.6,3,對曰：名有五，有信，有義，有象，有假，有類
桓6.6,4,以名生爲信，以德命爲義，以類命爲象，取於物爲假，取於父爲類
桓6.6,5,不以國，不以官，不以山川，不以隱疾，不以畜牲，不以器幣
桓6.6,6,周人以諱事神，名，終將諱之
桓6.6,7,故以國則廢名，以官則廢職，以山川則廢主，以畜牲則廢祀，以器幣則廢禮
桓6.6,8,晉以僖侯廢司徒，宋以武公廢司空，先君獻武廢二山，是以大物不可以命
桓6.6,9,公曰：是其生也，與吾同物，命之曰同
桓6.7,0,冬，紀侯來朝，請王命以求成于齊
桓6.7,1,公告不能
桓7.1,0,七年春，穀伯鄧侯來朝
桓7.1,1,名，賤之也
桓7.2,0,夏，盟向求成于鄭，既而背之
桓7.3,0,秋，鄭人齊人衛人伐盟向
桓7.3,1,王遷盟向之民于郟
桓7.4,0,冬，曲沃伯誘晉小子侯殺之
桓8.1,0,八年春，滅翼
桓8.2,0,隨少師有寵
桓8.2,1,楚鬬伯比曰：可矣
桓8.2,2,讎有釁，不可失也
桓8.2,3,夏，楚子合諸侯于沈鹿
桓8.2,4,黃隨不會
桓8.2,5,使薳章讓黃
桓8.2,6,楚子伐隨
桓8.2,7,軍于漢淮之間
桓8.2,8,季梁請下之，弗許而後戰，所以怒我而怠寇也
桓8.2,9,少師謂隨侯曰：必速戰
桓8.2,10,不然，將失楚師
桓8.2,11,隨侯禦之
桓8.2,12,望楚師
桓8.2,13,季梁曰：楚人上左，君必左，無與王遇
桓8.2,14,且攻其右
桓8.2,15,右無良焉，必敗
桓8.2,16,偏敗，衆乃攜矣
桓8.2,17,少師曰：不當王，非敵也
桓8.2,18,弗從
桓8.2,19,戰于速杞
桓8.2,20,隨師敗績
桓8.2,21,隨侯逸
桓8.2,22,鬬丹獲其戎車，與其戎右少師
桓8.2,23,秋，隨及楚平，楚子將不許
桓8.2,24,鬬伯比曰：天去其疾矣，隨未可克也
桓8.2,25,乃盟而還
桓8.3,0,冬，王命虢仲立晉哀侯之弟緡于晉
桓8.4,0,祭公來，遂逆王后于紀，禮也
桓9.1,0,九年春，紀季姜歸于京師
桓9.1,1,凡諸侯之女行，唯王后書
桓9.2,0,巴子使韓服告于楚，請與鄧爲好
桓9.2,1,楚子使道朔將巴客以聘於鄧，鄧南鄙鄾人攻而奪之幣，殺道朔及巴行人
桓9.2,2,楚子使薳章讓於鄧
桓9.2,3,鄧人弗受
桓9.2,4,夏，楚使鬬廉帥師及巴師圍鄾
桓9.2,5,鄧養甥聃甥帥師救鄾
桓9.2,6,三逐巴師，不克
桓9.2,7,鬬廉衡陳其師於巴師之中，以戰，而北
桓9.2,8,鄧人逐之，背巴師
桓9.2,9,而夾攻之
桓9.2,10,鄧師大敗
桓9.2,11,鄾人宵潰
桓9.3,0,秋，虢仲芮伯梁伯荀侯賈伯伐曲沃
桓9.4,0,冬，曹大子來朝
桓9.4,1,賓之以上卿，禮也
